"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Acute respiratory failure"	"J96.0"	176	5074296	3.5
	"Alabama"	"01"	"Chronic respiratory failure"	"J96.1"	159	5074296	3.1
	"Alabama"	"01"	"Respiratory failure, unspecified"	"J96.9"	232	5074296	4.6
	"Alabama"	"01"	"Other disorders of lung"	"J98.4"	27	5074296	0.5
	"Alabama"	"01"	"Other specified respiratory disorders"	"J98.8"	23	5074296	0.5
	"Alabama"	"01"	"Other specified diseases of stomach and duodenum"	"K31.8"	10	5074296	Unreliable
	"Alabama"	"01"	"Crohn disease, unspecified"	"K50.9"	12	5074296	Unreliable
	"Alabama"	"01"	"Acute vascular disorders of intestine"	"K55.0"	17	5074296	Unreliable
	"Alabama"	"01"	"Vascular disorder of intestine, unspecified"	"K55.9"	94	5074296	1.9
	"Alabama"	"01"	"Volvulus"	"K56.2"	12	5074296	Unreliable
	"Alabama"	"01"	"Other and unspecified intestinal obstruction"	"K56.6"	89	5074296	1.8
	"Alabama"	"01"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	17	5074296	Unreliable
	"Alabama"	"01"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	18	5074296	Unreliable
	"Alabama"	"01"	"Perforation of intestine (nontraumatic)"	"K63.1"	59	5074296	1.2
	"Alabama"	"01"	"Disease of intestine, unspecified"	"K63.9"	11	5074296	Unreliable
	"Alabama"	"01"	"Acute peritonitis"	"K65.0"	19	5074296	Unreliable
	"Alabama"	"01"	"Alcoholic hepatitis"	"K70.1"	21	5074296	0.4
	"Alabama"	"01"	"Alcoholic cirrhosis of liver"	"K70.3"	265	5074296	5.2
	"Alabama"	"01"	"Alcoholic hepatic failure"	"K70.4"	17	5074296	Unreliable
	"Alabama"	"01"	"Alcoholic liver disease, unspecified"	"K70.9"	27	5074296	0.5
	"Alabama"	"01"	"Acute and subacute hepatic failure"	"K72.0"	25	5074296	0.5
	"Alabama"	"01"	"Hepatic failure, unspecified"	"K72.9"	137	5074296	2.7
	"Alabama"	"01"	"Other and unspecified cirrhosis of liver"	"K74.6"	622	5074296	12.3
	"Alabama"	"01"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	56	5074296	1.1
	"Alabama"	"01"	"Liver disease, unspecified"	"K76.9"	71	5074296	1.4
	"Alabama"	"01"	"Acute cholecystitis"	"K81.0"	18	5074296	Unreliable
	"Alabama"	"01"	"Cholecystitis, unspecified"	"K81.9"	19	5074296	Unreliable
	"Alabama"	"01"	"Cholangitis"	"K83.0"	14	5074296	Unreliable
	"Alabama"	"01"	"Acute pancreatitis, unspecified"	"K85.9"	63	5074296	1.2
	"Alabama"	"01"	"Disease of pancreas, unspecified"	"K86.9"	11	5074296	Unreliable
	"Alabama"	"01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	194	5074296	3.8
	"Alabama"	"01"	"Cellulitis, unspecified"	"L03.9"	13	5074296	Unreliable
	"Alabama"	"01"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	10	5074296	Unreliable
	"Alabama"	"01"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	24	5074296	0.5
	"Alabama"	"01"	"Discoid lupus erythematosus"	"L93.0"	22	5074296	0.4
	"Alabama"	"01"	"Pyogenic arthritis, unspecified"	"M00.9"	11	5074296	Unreliable
	"Alabama"	"01"	"Rheumatoid arthritis, unspecified"	"M06.9"	24	5074296	0.5
	"Alabama"	"01"	"Discitis, unspecified"	"M46.4"	10	5074296	Unreliable
	"Alabama"	"01"	"Muscle wasting and atrophy, not elsewhere classified"	"M62.5"	113	5074296	2.2
	"Alabama"	"01"	"Other specified disorders of muscle"	"M62.8"	19	5074296	Unreliable
	"Alabama"	"01"	"Necrotizing fasciitis"	"M72.6"	25	5074296	0.5
	"Alabama"	"01"	"Osteomyelitis, unspecified"	"M86.9"	25	5074296	0.5
	"Alabama"	"01"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	18	5074296	Unreliable
	"Alabama"	"01"	"Acute renal failure, unspecified"	"N17.9"	323	5074296	6.4
	"Alabama"	"01"	"Chronic kidney disease, stage 3"	"N18.3"	13	5074296	Unreliable
	"Alabama"	"01"	"Chronic kidney disease, stage 4"	"N18.4"	28	5074296	0.6
	"Alabama"	"01"	"Chronic kidney disease, stage 5"	"N18.5"	541	5074296	10.7
	"Alabama"	"01"	"Chronic renal failure, unspecified"	"N18.9"	158	5074296	3.1
	"Alabama"	"01"	"Unspecified renal failure"	"N19"	245	5074296	4.8
	"Alabama"	"01"	"Disorder of kidney and ureter, unspecified"	"N28.9"	198	5074296	3.9
	"Alabama"	"01"	"Urinary tract infection, site not specified"	"N39.0"	250	5074296	4.9
	"Alabama"	"01"	"Inflammatory disorders of other specified male genital organs"	"N49.8"	10	5074296	Unreliable
	"Alabama"	"01"	"Extreme immaturity"	"P07.2"	32	5074296	0.6
	"Alabama"	"01"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	10	5074296	Unreliable
	"Alabama"	"01"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	13	5074296	Unreliable
	"Alabama"	"01"	"Necrotizing enterocolitis of newborn"	"P77"	14	5074296	Unreliable
	"Alabama"	"01"	"Congenital malformation of heart, unspecified"	"Q24.9"	18	5074296	Unreliable
	"Alabama"	"01"	"Down syndrome, unspecified"	"Q90.9"	19	5074296	Unreliable
	"Alabama"	"01"	"Dyspnoea"	"R06.0"	14	5074296	Unreliable
	"Alabama"	"01"	"Asphyxia"	"R09.0"	31	5074296	0.6
	"Alabama"	"01"	"Respiratory arrest"	"R09.2"	68	5074296	1.3
	"Alabama"	"01"	"Senility"	"R54"	16	5074296	Unreliable
	"Alabama"	"01"	"Other and unspecified convulsions"	"R56.8"	44	5074296	0.9
	"Alabama"	"01"	"Cardiogenic shock"	"R57.0"	34	5074296	0.7
	"Alabama"	"01"	"Shock, unspecified"	"R57.9"	32	5074296	0.6
	"Alabama"	"01"	"Haemorrhage, not elsewhere classified"	"R58"	20	5074296	0.4
	"Alabama"	"01"	"Other lack of expected normal physiological development"	"R62.8"	66	5074296	1.3
	"Alabama"	"01"	"Other specified general symptoms and signs"	"R68.8"	102	5074296	2.0
	"Alabama"	"01"	"Abnormal findings on diagnostic imaging of lung"	"R91"	10	5074296	Unreliable
	"Alabama"	"01"	"Sudden infant death syndrome - SIDS"	"R95"	47	5074296	0.9
	"Alabama"	"01"	"Instantaneous death"	"R96.0"	11	5074296	Unreliable
	"Alabama"	"01"	"Other ill-defined and unspecified causes of mortality"	"R99"	373	5074296	7.4
	"Alabama"	"01"	"COVID-19"	"U07.1"	3576	5074296	70.5
	"Alabama"	"01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	28	5074296	0.6
	"Alabama"	"01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	98	5074296	1.9
	"Alabama"	"01"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	17	5074296	Unreliable
	"Alabama"	"01"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	12	5074296	Unreliable
	"Alabama"	"01"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	11	5074296	Unreliable
	"Alabama"	"01"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	13	5074296	Unreliable
	"Alabama"	"01"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	19	5074296	Unreliable
	"Alabama"	"01"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	23	5074296	0.5
	"Alabama"	"01"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	28	5074296	0.6
	"Alabama"	"01"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	13	5074296	Unreliable
	"Alabama"	"01"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	10	5074296	Unreliable
	"Alabama"	"01"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	28	5074296	0.6
	"Alabama"	"01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	165	5074296	3.3
	"Alabama"	"01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	444	5074296	8.7
	"Alabama"	"01"	"Fall on and from stairs and steps"	"W10"	25	5074296	0.5
	"Alabama"	"01"	"Fall from, out of or through building or structure"	"W13"	13	5074296	Unreliable
	"Alabama"	"01"	"Other fall on same level"	"W18"	88	5074296	1.7
	"Alabama"	"01"	"Unspecified fall"	"W19"	169	5074296	3.3
	"Alabama"	"01"	"Struck by thrown, projected or falling object"	"W20"	14	5074296	Unreliable
	"Alabama"	"01"	"Contact with other and unspecified machinery"	"W31"	10	5074296	Unreliable
	"Alabama"	"01"	"Discharge from other and unspecified firearms"	"W34"	19	5074296	Unreliable
	"Alabama"	"01"	"Drowning and submersion while in swimming-pool"	"W67"	14	5074296	Unreliable
	"Alabama"	"01"	"Drowning and submersion while in natural water"	"W69"	39	5074296	0.8
	"Alabama"	"01"	"Unspecified drowning and submersion"	"W74"	17	5074296	Unreliable
	"Alabama"	"01"	"Accidental suffocation and strangulation in bed"	"W75"	17	5074296	Unreliable
	"Alabama"	"01"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	15	5074296	Unreliable
	"Alabama"	"01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	69	5074296	1.4
	"Alabama"	"01"	"Exposure to uncontrolled fire in building or structure"	"X00"	93	5074296	1.8
	"Alabama"	"01"	"Exposure to excessive natural heat"	"X30"	21	5074296	0.4
	"Alabama"	"01"	"Exposure to excessive natural cold"	"X31"	19	5074296	Unreliable
	"Alabama"	"01"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	169	5074296	3.3
	"Alabama"	"01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	603	5074296	11.9
	"Alabama"	"01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	638	5074296	12.6
	"Alabama"	"01"	"Accidental poisoning by and exposure to alcohol"	"X45"	29	5074296	0.6
	"Alabama"	"01"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	20	5074296	0.4
	"Alabama"	"01"	"Exposure to unspecified factor causing fracture"	"X59.0"	98	5074296	1.9
	"Alabama"	"01"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	124	5074296	2.4
	"Alabama"	"01"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	5074296	Unreliable
	"Alabama"	"01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	34	5074296	0.7
	"Alabama"	"01"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	5074296	Unreliable
	"Alabama"	"01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	144	5074296	2.8
	"Alabama"	"01"	"Intentional self-harm by handgun discharge"	"X72"	113	5074296	2.2
	"Alabama"	"01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	42	5074296	0.8
	"Alabama"	"01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	459	5074296	9.0
	"Alabama"	"01"	"Assault by handgun discharge"	"X93"	51	5074296	1.0
	"Alabama"	"01"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	33	5074296	0.7
	"Alabama"	"01"	"Assault by other and unspecified firearm discharge"	"X95"	540	5074296	10.6
	"Alabama"	"01"	"Assault by sharp object"	"X99"	33	5074296	0.7
	"Alabama"	"01"	"Assault by unspecified means"	"Y09"	36	5074296	0.7
	"Alabama"	"01"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	5074296	Unreliable
	"Alabama"	"01"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	5074296	Unreliable
	"Alabama"	"01"	"Surgical procedure, unspecified"	"Y83.9"	12	5074296	Unreliable
	"Alabama"	"01"	"Sequelae of other accidents"	"Y86"	10	5074296	Unreliable
	"Alaska"	"02"	"Septicaemia, unspecified"	"A41.9"	65	733583	8.9
	"Alaska"	"02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	35	733583	4.8
	"Alaska"	"02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	25	733583	3.4
	"Alaska"	"02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	60	733583	8.2
	"Alaska"	"02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	13	733583	Unreliable
	"Alaska"	"02"	"Malignant neoplasm of rectum"	"C20"	18	733583	Unreliable
	"Alaska"	"02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	24	733583	3.3
	"Alaska"	"02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	19	733583	Unreliable
	"Alaska"	"02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	11	733583	Unreliable
	"Alaska"	"02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	81	733583	11.0
	"Alaska"	"02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	230	733583	31.4
	"Alaska"	"02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	15	733583	Unreliable
	"Alaska"	"02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	63	733583	8.6
	"Alaska"	"02"	"Malignant neoplasm of ovary"	"C56"	24	733583	3.3
	"Alaska"	"02"	"Malignant neoplasm of prostate"	"C61"	65	733583	8.9
	"Alaska"	"02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	31	733583	4.2
	"Alaska"	"02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	35	733583	4.8
	"Alaska"	"02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	24	733583	3.3
	"Alaska"	"02"	"Malignant neoplasm without specification of site"	"C80"	75	733583	10.2
	"Alaska"	"02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	12	733583	Unreliable
	"Alaska"	"02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	17	733583	Unreliable
	"Alaska"	"02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	10	733583	Unreliable
	"Alaska"	"02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	12	733583	Unreliable
	"Alaska"	"02"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	11	733583	Unreliable
	"Alaska"	"02"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	22	733583	3.0
	"Alaska"	"02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	46	733583	6.3
	"Alaska"	"02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	24	733583	3.3
	"Alaska"	"02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	50	733583	6.8
	"Alaska"	"02"	"Unspecified severe protein-energy malnutrition"	"E43"	18	733583	Unreliable
	"Alaska"	"02"	"Other obesity"	"E66.8"	15	733583	Unreliable
	"Alaska"	"02"	"Obesity, unspecified"	"E66.9"	12	733583	Unreliable
	"Alaska"	"02"	"Hyperlipidaemia, unspecified"	"E78.5"	26	733583	3.5
	"Alaska"	"02"	"Vascular dementia, unspecified"	"F01.9"	38	733583	5.2
	"Alaska"	"02"	"Unspecified dementia"	"F03"	138	733583	18.8
	"Alaska"	"02"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	39	733583	5.3
	"Alaska"	"02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	38	733583	5.2
	"Alaska"	"02"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	17	733583	Unreliable
	"Alaska"	"02"	"Motor neuron disease"	"G12.2"	10	733583	Unreliable
	"Alaska"	"02"	"Parkinson disease"	"G20"	61	733583	8.3
	"Alaska"	"02"	"Alzheimer disease, unspecified"	"G30.9"	175	733583	23.9
	"Alaska"	"02"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	16	733583	Unreliable
	"Alaska"	"02"	"Other specified degenerative diseases of nervous system"	"G31.8"	10	733583	Unreliable
	"Alaska"	"02"	"Multiple sclerosis"	"G35"	13	733583	Unreliable
	"Alaska"	"02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	15	733583	Unreliable
	"Alaska"	"02"	"Essential (primary) hypertension"	"I10"	37	733583	5.0
	"Alaska"	"02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	34	733583	4.6
	"Alaska"	"02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	36	733583	4.9
	"Alaska"	"02"	"Hypertensive renal disease with renal failure"	"I12.0"	14	733583	Unreliable
	"Alaska"	"02"	"Acute myocardial infarction, unspecified"	"I21.9"	101	733583	13.8
	"Alaska"	"02"	"Acute ischaemic heart disease, unspecified"	"I24.9"	16	733583	Unreliable
	"Alaska"	"02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	190	733583	25.9
	"Alaska"	"02"	"Atherosclerotic heart disease"	"I25.1"	183	733583	24.9
	"Alaska"	"02"	"Ischaemic cardiomyopathy"	"I25.5"	17	733583	Unreliable
	"Alaska"	"02"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	11	733583	Unreliable
	"Alaska"	"02"	"Other secondary pulmonary hypertension"	"I27.2"	14	733583	Unreliable
	"Alaska"	"02"	"Aortic (valve) stenosis"	"I35.0"	19	733583	Unreliable
	"Alaska"	"02"	"Endocarditis, valve unspecified"	"I38"	13	733583	Unreliable
	"Alaska"	"02"	"Alcoholic cardiomyopathy"	"I42.6"	14	733583	Unreliable
	"Alaska"	"02"	"Cardiomyopathy, unspecified"	"I42.9"	29	733583	4.0
	"Alaska"	"02"	"Cardiac arrest, unspecified"	"I46.9"	53	733583	7.2
	"Alaska"	"02"	"Atrial fibrillation and flutter"	"I48"	39	733583	5.3
	"Alaska"	"02"	"Congestive heart failure"	"I50.0"	61	733583	8.3
	"Alaska"	"02"	"Heart failure, unspecified"	"I50.9"	35	733583	4.8
	"Alaska"	"02"	"Cardiomegaly"	"I51.7"	10	733583	Unreliable
	"Alaska"	"02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	15	733583	Unreliable
	"Alaska"	"02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	27	733583	3.7
	"Alaska"	"02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	15	733583	Unreliable
	"Alaska"	"02"	"Cerebral infarction, unspecified"	"I63.9"	27	733583	3.7
	"Alaska"	"02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	81	733583	11.0
	"Alaska"	"02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	19	733583	Unreliable
	"Alaska"	"02"	"Peripheral vascular disease, unspecified"	"I73.9"	13	733583	Unreliable
	"Alaska"	"02"	"Pneumonia, unspecified"	"J18.9"	42	733583	5.7
	"Alaska"	"02"	"Emphysema, unspecified"	"J43.9"	18	733583	Unreliable
	"Alaska"	"02"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	12	733583	Unreliable
	"Alaska"	"02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	158	733583	21.5
	"Alaska"	"02"	"Pneumonitis due to food and vomit"	"J69.0"	23	733583	3.1
	"Alaska"	"02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	17	733583	Unreliable
	"Alaska"	"02"	"Interstitial pulmonary disease, unspecified"	"J84.9"	17	733583	Unreliable
	"Alaska"	"02"	"Other and unspecified intestinal obstruction"	"K56.6"	11	733583	Unreliable
	"Alaska"	"02"	"Alcoholic fatty liver"	"K70.0"	31	733583	4.2
	"Alaska"	"02"	"Alcoholic hepatitis"	"K70.1"	28	733583	3.8
	"Alaska"	"02"	"Alcoholic cirrhosis of liver"	"K70.3"	57	733583	7.8
	"Alaska"	"02"	"Alcoholic hepatic failure"	"K70.4"	19	733583	Unreliable
	"Alaska"	"02"	"Alcoholic liver disease, unspecified"	"K70.9"	10	733583	Unreliable
	"Alaska"	"02"	"Other and unspecified cirrhosis of liver"	"K74.6"	38	733583	5.2
	"Alaska"	"02"	"Liver disease, unspecified"	"K76.9"	12	733583	Unreliable
	"Alaska"	"02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	17	733583	Unreliable
	"Alaska"	"02"	"Acute renal failure, unspecified"	"N17.9"	22	733583	3.0
	"Alaska"	"02"	"Chronic kidney disease, stage 5"	"N18.5"	41	733583	5.6
	"Alaska"	"02"	"Chronic renal failure, unspecified"	"N18.9"	17	733583	Unreliable
	"Alaska"	"02"	"Unspecified renal failure"	"N19"	12	733583	Unreliable
	"Alaska"	"02"	"Urinary tract infection, site not specified"	"N39.0"	13	733583	Unreliable
	"Alaska"	"02"	"Sudden infant death syndrome - SIDS"	"R95"	12	733583	Unreliable
	"Alaska"	"02"	"Other ill-defined and unspecified causes of mortality"	"R99"	27	733583	3.7
	"Alaska"	"02"	"COVID-19"	"U07.1"	264	733583	36.0
	"Alaska"	"02"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	10	733583	Unreliable
	"Alaska"	"02"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	15	733583	Unreliable
	"Alaska"	"02"	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	12	733583	Unreliable
	"Alaska"	"02"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	16	733583	Unreliable
	"Alaska"	"02"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	733583	Unreliable
	"Alaska"	"02"	"Other fall on same level"	"W18"	47	733583	6.4
	"Alaska"	"02"	"Exposure to uncontrolled fire in building or structure"	"X00"	13	733583	Unreliable
